body,label
انا عاجبنى اوى سياسه البوستات المدفوعه الاجر دى بص يا برنس طالما حد وافق انو يدخل مجال التمثيل ويبقى مشهور يبقى زى ما وافق على الفلوس والشهره وامتيازات الفن يوافق كمان على النقد زى ما ياخد الحلو ياخد الوحش بس كلمه لوجه الله احنا اصلا المفروض شرعا منتريقش على اى مخلوق مهما كان ولا نقل من اى انسان النقد يكون للفعل مش للشخص نفسه,not bullying
وانتي بقي محامية ولا في مجلس الأمن انتي مالك بارده اللي عايز يتريق يتريق ومش هنودي وشنا ولا هنجري المشهد اللي اللي بيشتغل في العمل العام يصبح مباح زيك كده يا فنانا ومن غير تاء,bullying
بالعكس متقنها دورها صح,not bullying
التنمر ظاهرة توجد فقط في الانظمة الديكتاتورية والقمعية مع شعوبها المتخلفة....حيث تداس كرامة الإنسان وادميتة تحت اقدام السلطة الجاهلة فاقدة الوعي ...عندها يكون التنمر هو تنفيس واثبات التفوق علي شخص آخر غالبأ يكون أضعف وغير قادر على الدفاع عن نفسة.... راي علماء النفس والاجتماع,not bullying
احنا عايشيين مع ناس متخلفه كل واحد لو ركز مع نفسه مش هيلاحق على عيوبه بدل م متابع عيوب الناس البت قمراصلا وطالعه بتشد بودرة لازم تطلع كأنها فالضياع كده و اول مرة تقف قدام كاميرا اي المشكله يعني,bullying
اي حد هيطلع يمثل يغني ياخد اي شكل من اشكال جذب الانتباه حتي ولو ب بوست لازم يبقي متوقع ان وسطنا عقليات زباله كتير مبتفهمش ومبتعرفش تنتقد ومعداش عليها تربيه اساسا ف اصحابها واهلها لازم يفهموها ترد ازاي او تنطش وتتجاهل نوعيات معينه ده الدعم الصح مش انك تخبي عنها التريقه,bullying
"الواحد بجد محتاج واحده كده في حياته.. تبقي مخنوق ومش طايق الدنيا، فتمسك جيتارها وتغنيلك..فتكره حياتك اكتر.",not bullying
انتو زعلانين عشان الرياكشنات الي بتعملها طب دي طالعه ف دور شمامه يعني اكيد مش هتطلع تضحك عشان تعجب الشباب التعبانه ولا تعيط عشان تعجب البنات الحزينه من الاخر بطلو تهبدو ف ام الكيبورد,bullying
هقول اختصار صغير البطل في المسلسل محمد رمضان و مفيش اتنين مقالوش انو جبار ف التمثيل يعني لو مش بتعرف تمثل مكنش وافق عليها,not bullying
باختصار عاجبك اهل و سهلا مش عاجبك يبقي تتنيل تخرص خلاق و تنقتنا بسكوتكت,bullying
هي شكلها حلو وعسوله ولسه بتتعلم والدور ظالمها فعلا بطلو تنمر بقا,not bullying
اصلا كدا هتشتهر,not bullying
المش عاجبو يغير القناه.. مش دا كان كلام مازن مع عمرو ع برنامج رامز.. ولا هي حجات وحجات,not bullying
انت قليل الذوق اصلا مش عجبني تمثيلها متطلعوهاش لكن ازاي يعني اودي وش النحيه التانيه. المسلسل بينجح علشان احنا بنتفرج عليه,bullying
بنت خالد فضه فوتوجرافر مشهور اوي في الوسط الفني,not bullying
يا جدعان بلاش تريقه على خلق الله يارب إلى يتريق عليها يتسخط زيها,bullying
الصراحه لله طريقة الغنا بتعها مستفزة واتمنى انها تغير من أسلوبها وربنا يوفقها ياارب,not bullying
ما هما علشان معفنين ميقدروش ده فا بيتريقو علشان عمرهم ما هيوصلو زيها وده لي لانهم شوية بهايم!,bullying
ي جدعان ريأكشناتها عاديه جدا بالنسبه للدور ال بتاديه .. واحده شمامه عايزينها تبقي اصاله يعني ولا ايه مش فاهم,bullying
الناس الي عماله تتريق في الكومنات برضو عليها وتتريق ع البوست اقسم بالله يوم القيامه هتتحاسبو علي كل ده . ويحسبونه هيناً وهو عند الله عظيم,not bullying
بصو التنمر غلط ان احنا نتنمر علي البنت فهي ليها مشاعر زينا بس كل واحده ليه راي مختلف خلي رايك لنفسك انت يالي بتتنمر انت لو حد اتنمر عليك هتزعل ما هي زينا بطلوا تتمنمروا علي الناس التنمر جاب للموت.!,not bullying
الي وافق يخش مجال الشهره ينسي حتت محدش ليه دعوه دي وان الناس تسيبه في حاله لانه بقي راي عام واي حد من حقه يقول رايه بكل ادب ف حتت غض البصر والتنمر وسبوها في حاله والكلام ده لما تكون منزله كام كلمه عندها في الاكونت ويكون برايفت كمان,not bullying
هو مفيش ريأكت بيتف عشان اتف عالكلام ده,bullying
غريبه مع ان محدش اكلم على الناس إلي بتتريق على محمد رمضان,not bullying
البت قمر ماشاء الله,not bullying
"اياً كان، ف انت نفسك اتريقت قبل كده ع ناس يا عسل يا طِعم يا حيله امك",bullying
معلش يعنى اهلها فرحانين انا بنتهم بتمثل لى يعنى على اساس بتحفظ القرأن كريم ربي يهديها ويهدى الجميع,not bullying
تمثيلها حلو وعادي يعني تلاقي انتفاضات فى الاول,not bullying
ايه الشلل ده.. هي مش بتمثل؟ يبقي من حق اي حد يقول رأيه في تمثيلها سواء سلبي او ايجابي,not bullying
دورا بجنن بالمسلسل وصوتها جميل وكتير ناجحة,not bullying
دي شبهه هبه فاروق. شكلها اختها والله اعلم,not bullying
منغير معرف خلفيتها اقدر اقول انها قريبت المخرج,bullying
انا مشوفتهاش بس دى بتقدم عمل فنى للناس ومن حق اى حد ينتقدها بس طبعا باسلوب محترم,not bullying
البت فرس ف الصوره دي بس خره ف المسلسل,bullying
اديني اتينشن ب ٥٠٠ جنيه ع البيدچ لو سمحت عايزه اتشهر,not bullying
الصبر بكره تبقي نجمه,not bullying
والله قمر ويعجبني تمثيلها,not bullying
دي تاني أجمل حاجه بعد اخت البرنس,not bullying
وسط فاسد وفاشل وكله اشكال تعبانه اسأل الله ان يهديكم او ان يزيحكم من امامنا للابد عشان مش ناقصه قرف,bullying
حتى تحترم نفسها وماتاخذ دور سخيف,bullying
انا بكراش عليها,not bullying
انا شايفاها اموره والدور على ادها,not bullying
ياجماعه هو دورها كده,not bullying
بتأدي دورها كويس علفكره,not bullying
أنت مال أمك هي جت إشتكتلك.؟,bullying
طب و انا مالي يا لمبي انا لا تابعت المسلسل ولا اعرفها,not bullying
عايزنا نحط نفسنا مكان اهلها ...نركب الايريال يعني,bullying
ولا نبقى هبل زيك,bullying
الادمن التافه والعبيط مش رزق جتك خيبة على خيبتك,bullying
